Metro Area,Tract,Population,Land Area
Ottawa - Gatineau,5050015.00,6273.0,1.11
Ottawa - Gatineau,5050016.00,4613.0,1.09
Ottawa - Gatineau,5050017.00,4126.0,0.94
Ottawa - Gatineau,5050018.00,4451.0,0.74
Ottawa - Gatineau,5050019.00,4029.0,1.04
Ottawa - Gatineau,5050020.01,5720.0,5.77
Ottawa - Gatineau,5050020.02,2901.0,1.55
Ottawa - Gatineau,5050021.00,6369.0,2.14
Ottawa - Gatineau,5050022.00,6015.0,1.76
Ottawa - Gatineau,5050023.01,6244.0,1.29
Ottawa - Gatineau,5050023.02,3970.0,0.91
Ottawa - Gatineau,5050024.00,3197.0,1.37
Ottawa - Gatineau,5050025.00,5749.0,2.49
Ottawa - Gatineau,5050026.00,5542.0,2.22
Ottawa - Gatineau,5050027.00,3896.0,0.75
Ottawa - Gatineau,5050028.00,6826.0,1.96
Ottawa - Gatineau,5050029.00,5094.0,1.05
Ottawa - Gatineau,5050030.00,6447.0,1.9
Ottawa - Gatineau,5050031.00,5554.0,1.12
Ottawa - Gatineau,5050032.01,3622.0,0.78
Ottawa - Gatineau,5050032.02,6024.0,1.83
Ottawa - Gatineau,5050033.01,5213.0,1.06
Ottawa - Gatineau,5050033.02,3630.0,1.02
Ottawa - Gatineau,5050034.00,3564.0,1.28
Ottawa - Gatineau,5050035.00,4835.0,0.79
Ottawa - Gatineau,5050036.00,3442.0,0.79
Ottawa - Gatineau,5050037.01,4881.0,0.2
Ottawa - Gatineau,5050037.02,4059.0,0.38
Ottawa - Gatineau,5050038.00,6233.0,0.43
Ottawa - Gatineau,5050039.00,2774.0,0.4
Ottawa - Gatineau,5050040.00,4502.0,0.38
Ottawa - Gatineau,5050041.00,4187.0,0.57
Ottawa - Gatineau,5050042.00,3579.0,0.58
Ottawa - Gatineau,5050043.00,4802.0,0.73
Ottawa - Gatineau,5050044.00,2525.0,0.68
Ottawa - Gatineau,5050045.01,3710.0,1.94
Ottawa - Gatineau,5050045.02,5351.0,1.39
Ottawa - Gatineau,5050046.00,5415.0,0.98
Ottawa - Gatineau,5050047.00,847.0,0.92
Ottawa - Gatineau,5050048.00,5501.0,1.28
Ottawa - Gatineau,5050049.00,3238.0,0.3
Ottawa - Gatineau,5050050.00,770.0,0.44
Ottawa - Gatineau,5050051.00,5131.0,0.6
Ottawa - Gatineau,5050052.00,5079.0,0.65
Ottawa - Gatineau,5050053.00,4418.0,0.41
Ottawa - Gatineau,5050054.00,3059.0,0.56
Ottawa - Gatineau,5050055.00,2029.0,0.59
Ottawa - Gatineau,5050056.00,4023.0,0.5
Ottawa - Gatineau,5050057.00,2122.0,0.27
Ottawa - Gatineau,5050058.00,3512.0,1.14
Ottawa - Gatineau,5050059.00,3429.0,1.59
Ottawa - Gatineau,5050060.00,4641.0,1.32
Ottawa - Gatineau,5050061.00,5549.0,1.37
Ottawa - Gatineau,5050062.01,6158.0,1.83
Ottawa - Gatineau,5050062.02,2737.0,4.82
Ottawa - Gatineau,5050100.00,3218.0,0.5
Ottawa - Gatineau,5050101.00,3142.0,0.74
Ottawa - Gatineau,5050102.00,3325.0,0.43
Ottawa - Gatineau,5050103.00,4717.0,0.85
Ottawa - Gatineau,5050104.00,3355.0,0.39
Ottawa - Gatineau,5050110.00,1888.0,1.77
Ottawa - Gatineau,5050120.01,1643.0,1.6
Ottawa - Gatineau,5050120.02,3985.0,3.66
Ottawa - Gatineau,5050120.03,5357.0,1.77
Ottawa - Gatineau,5050121.01,4557.0,1.16
Ottawa - Gatineau,5050121.02,3189.0,1.1
Ottawa - Gatineau,5050122.01,4146.0,0.89
Ottawa - Gatineau,5050122.02,6652.0,3.72
Ottawa - Gatineau,5050122.03,5132.0,2.46
Ottawa - Gatineau,5050123.01,5714.0,1.82
Ottawa - Gatineau,5050123.03,3638.0,2.86
Ottawa - Gatineau,5050123.04,5269.0,1.51
Ottawa - Gatineau,5050124.01,3387.0,3.08
Ottawa - Gatineau,5050124.02,3982.0,1.72
Ottawa - Gatineau,5050124.03,4779.0,4.49
Ottawa - Gatineau,5050124.04,3112.0,0.95
Ottawa - Gatineau,5050125.01,4803.0,1.66
Ottawa - Gatineau,5050125.02,3370.0,0.9
Ottawa - Gatineau,5050125.03,997.0,59.31
Ottawa - Gatineau,5050125.04,3709.0,1.73
Ottawa - Gatineau,5050125.05,5266.0,1.98
Ottawa - Gatineau,5050125.07,4415.0,1.67
Ottawa - Gatineau,5050125.08,4687.0,1.31
Ottawa - Gatineau,5050125.09,3591.0,0.74
Ottawa - Gatineau,5050125.10,8441.0,5.51
Ottawa - Gatineau,5050125.11,5385.0,4.4
Ottawa - Gatineau,5050126.04,10128.0,135.9
Ottawa - Gatineau,5050126.05,6327.0,6.83
Ottawa - Gatineau,5050126.06,6255.0,7.31
Ottawa - Gatineau,5050126.07,7703.0,7.2
Ottawa - Gatineau,5050126.08,3752.0,6.08
Ottawa - Gatineau,5050126.09,2634.0,4.05
Ottawa - Gatineau,5050127.00,4007.0,19.69
Ottawa - Gatineau,5050130.01,4172.0,11.06
Ottawa - Gatineau,5050130.02,4492.0,1.55
Ottawa - Gatineau,5050131.01,6242.0,1.52
Ottawa - Gatineau,5050131.02,4858.0,1.4
Ottawa - Gatineau,5050132.00,6451.0,1.95
Ottawa - Gatineau,5050133.00,5784.0,2.4
Ottawa - Gatineau,5050134.00,3810.0,2.05
Ottawa - Gatineau,5050135.01,6931.0,1.84
Ottawa - Gatineau,5050135.02,4695.0,3.68
Ottawa - Gatineau,5050135.03,1827.0,1.39
Ottawa - Gatineau,5050136.01,4564.0,2.57
Ottawa - Gatineau,5050136.02,4821.0,2.09
Ottawa - Gatineau,5050137.02,3056.0,0.97
Ottawa - Gatineau,5050137.03,1784.0,1.21
Ottawa - Gatineau,5050137.04,2056.0,0.89
Ottawa - Gatineau,5050137.05,6966.0,2.06
Ottawa - Gatineau,5050138.00,7705.0,1.25
Ottawa - Gatineau,5050139.00,3941.0,5.84
Ottawa - Gatineau,5050140.01,10.0,16.98
Ottawa - Gatineau,5050140.03,2609.0,0.81
Ottawa - Gatineau,5050140.04,4955.0,1.25
Ottawa - Gatineau,5050140.05,4448.0,1.12
Ottawa - Gatineau,5050140.06,2196.0,0.72
Ottawa - Gatineau,5050140.07,4341.0,1.34
Ottawa - Gatineau,5050141.04,4050.0,2.71
Ottawa - Gatineau,5050141.09,6369.0,1.69
Ottawa - Gatineau,5050141.10,5423.0,1.04
Ottawa - Gatineau,5050141.11,5882.0,0.94
Ottawa - Gatineau,5050141.13,3595.0,1.44
Ottawa - Gatineau,5050141.14,2194.0,109.81
Ottawa - Gatineau,5050141.16,5957.0,1.52
Ottawa - Gatineau,5050141.17,4242.0,1.11
Ottawa - Gatineau,5050141.18,6721.0,5.24
Ottawa - Gatineau,5050141.19,1521.0,3.18
Ottawa - Gatineau,5050141.20,4124.0,3.24
Ottawa - Gatineau,5050141.21,3146.0,0.71
Ottawa - Gatineau,5050141.22,5334.0,0.99
Ottawa - Gatineau,5050141.23,4781.0,4.84
Ottawa - Gatineau,5050141.24,6309.0,2.34
Ottawa - Gatineau,5050141.25,8910.0,4.18
Ottawa - Gatineau,5050141.26,5321.0,2.53
Ottawa - Gatineau,5050151.03,5733.0,11.94
Ottawa - Gatineau,5050151.04,6095.0,3.03
Ottawa - Gatineau,5050151.05,3481.0,1.68
Ottawa - Gatineau,5050151.06,5772.0,3.36
Ottawa - Gatineau,5050151.08,14304.0,13.19
Ottawa - Gatineau,5050151.09,5324.0,236.23
Ottawa - Gatineau,5050151.10,5374.0,1.88
Ottawa - Gatineau,5050151.11,5863.0,2.71
Ottawa - Gatineau,5050160.02,5094.0,2.59
Ottawa - Gatineau,5050160.04,6200.0,2.06
Ottawa - Gatineau,5050160.05,3115.0,1.13
Ottawa - Gatineau,5050160.06,6109.0,2.5
Ottawa - Gatineau,5050160.07,6552.0,3.4
Ottawa - Gatineau,5050160.09,3762.0,88.51
Ottawa - Gatineau,5050160.11,5919.0,5.66
Ottawa - Gatineau,5050160.12,3773.0,0.92
Ottawa - Gatineau,5050160.13,5817.0,3.51
Ottawa - Gatineau,5050160.14,5137.0,5.13
Ottawa - Gatineau,5050160.15,5853.0,6.2
Ottawa - Gatineau,5050161.03,4740.0,1.22
Ottawa - Gatineau,5050161.04,4951.0,1.67
Ottawa - Gatineau,5050161.05,6602.0,1.57
Ottawa - Gatineau,5050161.06,9531.0,1.95
Ottawa - Gatineau,5050162.02,6925.0,2.19
Ottawa - Gatineau,5050162.03,3009.0,1.45
Ottawa - Gatineau,5050162.04,6029.0,2.75
Ottawa - Gatineau,5050170.01,4537.0,2.93
Ottawa - Gatineau,5050170.03,3887.0,1.37
Ottawa - Gatineau,5050170.04,3397.0,1.34
Ottawa - Gatineau,5050170.05,3371.0,0.99
Ottawa - Gatineau,5050170.08,2509.0,0.73
Ottawa - Gatineau,5050170.09,4671.0,1.27
Ottawa - Gatineau,5050170.10,4294.0,1.81
Ottawa - Gatineau,5050170.11,3048.0,1.36
Ottawa - Gatineau,5050170.12,4790.0,1.1
Ottawa - Gatineau,5050170.13,5183.0,1.24
Ottawa - Gatineau,5050171.03,5596.0,153.93
Ottawa - Gatineau,5050171.05,5806.0,3.68
Ottawa - Gatineau,5050171.06,7429.0,134.05
Ottawa - Gatineau,5050171.07,4660.0,1.73
Ottawa - Gatineau,5050171.11,7444.0,2.58
Ottawa - Gatineau,5050171.12,9104.0,4.41
Ottawa - Gatineau,5050171.13,1167.0,2.17
Ottawa - Gatineau,5050171.14,3876.0,0.96
Ottawa - Gatineau,5050171.15,3709.0,1.09
Ottawa - Gatineau,5050180.01,8401.0,5.22
Ottawa - Gatineau,5050180.02,5868.0,17.5
Ottawa - Gatineau,5050181.01,6339.0,122.73
Ottawa - Gatineau,5050181.02,5897.0,152.02
Ottawa - Gatineau,5050182.00,3993.0,169.43
Ottawa - Gatineau,5050183.00,6836.0,16.76
Ottawa - Gatineau,5050184.00,8769.0,12.59
Ottawa - Gatineau,5050190.01,6589.0,193.27
Ottawa - Gatineau,5050190.02,7622.0,48.92
Ottawa - Gatineau,5050191.01,5078.0,38.76
Ottawa - Gatineau,5050191.02,4910.0,102.26
Ottawa - Gatineau,5050200.01,2368.0,263.09
Ottawa - Gatineau,5050200.02,7026.0,141.68
Ottawa - Gatineau,5050201.00,5315.0,6.72
Ottawa - Gatineau,5050300.01,7824.0,136.48
Ottawa - Gatineau,5050300.02,3098.0,122.68
Ottawa - Gatineau,5050301.00,4616.0,255.63
Ottawa - Gatineau,5050302.00,7000.0,112.11
Ottawa - Gatineau,5050400.00,17964.0,351.9
Ottawa - Gatineau,5050500.00,2717.0,1.2
Ottawa - Gatineau,5050501.00,1815.0,0.44
Ottawa - Gatineau,5050502.00,2884.0,1.2
Ottawa - Gatineau,5050503.00,1818.0,0.61
Ottawa - Gatineau,5050504.01,6544.0,5.39
Ottawa - Gatineau,5050504.03,5615.0,5.79
Ottawa - Gatineau,5050504.04,5595.0,1.69
Ottawa - Gatineau,5050504.05,4477.0,1.86
Ottawa - Gatineau,5050505.00,3479.0,0.86
Ottawa - Gatineau,5050506.00,4776.0,1.78
Ottawa - Gatineau,5050507.00,4714.0,3.82
Ottawa - Gatineau,5050508.00,3057.0,1.05
Ottawa - Gatineau,5050509.00,2831.0,0.73
Ottawa - Gatineau,5050510.01,5066.0,1.24
Ottawa - Gatineau,5050510.02,2929.0,0.75
Ottawa - Gatineau,5050511.01,6910.0,2.4
Ottawa - Gatineau,5050511.02,7196.0,6.11
Ottawa - Gatineau,5050600.00,2728.0,1.96
Ottawa - Gatineau,5050601.01,4471.0,2.45
Ottawa - Gatineau,5050601.02,2009.0,0.71
Ottawa - Gatineau,5050601.03,4039.0,0.81
Ottawa - Gatineau,5050602.01,3871.0,1.34
Ottawa - Gatineau,5050602.02,2939.0,1.19
Ottawa - Gatineau,5050602.03,6749.0,2.81
Ottawa - Gatineau,5050610.01,2183.0,4.35
Ottawa - Gatineau,5050610.02,2113.0,1.37
Ottawa - Gatineau,5050611.00,4558.0,1.55
Ottawa - Gatineau,5050612.01,2067.0,0.81
Ottawa - Gatineau,5050612.02,856.0,1.76
Ottawa - Gatineau,5050613.01,3541.0,1.37
Ottawa - Gatineau,5050613.03,6364.0,2.66
Ottawa - Gatineau,5050613.04,3555.0,1.36
Ottawa - Gatineau,5050613.06,3274.0,1.07
Ottawa - Gatineau,5050613.07,4096.0,1.43
Ottawa - Gatineau,5050620.01,5094.0,79.29
Ottawa - Gatineau,5050620.03,3753.0,3.17
Ottawa - Gatineau,5050620.04,4984.0,1.59
Ottawa - Gatineau,5050630.02,4273.0,3.08
Ottawa - Gatineau,5050630.03,5738.0,2.49
Ottawa - Gatineau,5050630.04,3772.0,5.06
Ottawa - Gatineau,5050631.01,6390.0,4.51
Ottawa - Gatineau,5050631.02,4075.0,1.37
Ottawa - Gatineau,5050700.01,8636.0,577.18
Ottawa - Gatineau,5050700.03,7605.0,371.89
Ottawa - Gatineau,5050700.04,5723.0,62.87
Ottawa - Gatineau,5050710.01,5908.0,49.64
Ottawa - Gatineau,5050710.02,7259.0,4.76
Ottawa - Gatineau,5050711.00,6318.0,7.46
Ottawa - Gatineau,5050712.00,6474.0,7.51
Ottawa - Gatineau,5050800.00,1387.0,0.88
Ottawa - Gatineau,5050810.01,4680.0,1.66
Ottawa - Gatineau,5050810.02,4945.0,1.02
Ottawa - Gatineau,5050811.01,3903.0,1.84
Ottawa - Gatineau,5050811.02,5608.0,1.66
Ottawa - Gatineau,5050820.01,2656.0,1.68
Ottawa - Gatineau,5050820.02,4926.0,2.04
Ottawa - Gatineau,5050821.02,5039.0,9.13
Ottawa - Gatineau,5050821.03,4396.0,3.31
Ottawa - Gatineau,5050821.04,4947.0,2.53
Ottawa - Gatineau,5050822.02,8000.0,112.65
Ottawa - Gatineau,5050822.03,2536.0,37.15
Ottawa - Gatineau,5050822.07,8295.0,9.88
Ottawa - Gatineau,5050822.08,5796.0,1.25
Ottawa - Gatineau,5050822.09,5432.0,8.34
Ottawa - Gatineau,5050822.10,5955.0,1.5
Ottawa - Gatineau,5050822.11,4235.0,4.76
Ottawa - Gatineau,5050840.00,5341.0,2.27
Ottawa - Gatineau,5050841.04,5663.0,2.82
Ottawa - Gatineau,5050841.06,3092.0,46.7
Ottawa - Gatineau,5050841.08,6486.0,47.78
Ottawa - Gatineau,5050841.09,1871.0,31.64
Ottawa - Gatineau,5050841.10,4223.0,5.82
Ottawa - Gatineau,5050841.11,5204.0,6.42
Ottawa - Gatineau,5050850.00,6142.0,445.27
Ottawa - Gatineau,5050900.00,546.0,177.33
Ottawa - Gatineau,5050901.00,6102.0,216.05
Ottawa - Gatineau,5050902.00,704.0,72.51
Ottawa - Gatineau,5050903.00,920.0,222.67
Ottawa - Gatineau,5050904.00,667.0,126.4
Ottawa - Gatineau,5050905.00,841.0,113.33
Ottawa - Gatineau,5050906.00,3084.0,6.65
Ottawa - Gatineau,5050907.00,446.0,62.14
Ottawa - Gatineau,5050908.00,926.0,57.39
Ottawa - Gatineau,5050909.00,461.0,289.52
Ottawa - Gatineau,5051000.00,9629.0,13.04
Ottawa - Gatineau,5051001.00,7591.0,255.28
Ottawa - Gatineau,5052000.00,12517.0,9.94
Ottawa - Gatineau,5052001.00,9021.0,239.31
Ottawa - Gatineau,5052002.00,14740.0,511.25
Peterborough,5290001.01,3464.0,4.78
Peterborough,5290001.02,4621.0,7.86
Peterborough,5290002.00,3905.0,1.48
Peterborough,5290003.00,6376.0,8.92
Peterborough,5290004.00,4377.0,2.44
Peterborough,5290005.00,2294.0,0.86
Peterborough,5290006.00,5812.0,2.89
Peterborough,5290007.00,4995.0,1.52
Peterborough,5290008.00,4055.0,1.04
Peterborough,5290009.01,3018.0,1.73
Peterborough,5290009.02,5524.0,2.74
Peterborough,5290009.03,6362.0,3.53
Peterborough,5290009.04,5447.0,2.27
Peterborough,5290010.00,2637.0,0.7
Peterborough,5290011.00,2806.0,1.03
Peterborough,5290012.00,7623.0,4.7
Peterborough,5290013.00,5978.0,3.58
Peterborough,5290014.00,2616.0,8.99
Peterborough,5290100.00,3712.0,156.15
Peterborough,5290101.00,3920.0,303.31
Peterborough,5290102.01,7226.0,80.22
Peterborough,5290102.03,1244.0,6.64
Peterborough,5290102.04,3431.0,119.52
Peterborough,5290103.00,5392.0,76.03
Peterborough,5290104.00,4345.0,44.04
Peterborough,5290105.01,341.0,8.93
Peterborough,5290105.02,5607.0,267.53
Peterborough,5290106.00,1480.0,78.62
Peterborough,5290200.00,4176.0,161.57
Peterborough,5290201.00,5840.0,144.82
Prince George,9700001.00,225.0,11.7
Prince George,9700002.00,5706.0,4.19
Prince George,9700003.00,8223.0,37.64
Prince George,9700004.00,3593.0,71.48
Prince George,9700005.00,6770.0,3.17
Prince George,9700006.00,2127.0,4.08
Prince George,9700007.00,1621.0,38.98
Prince George,9700008.00,4306.0,1.94
Prince George,9700009.00,242.0,2.47
Prince George,9700010.00,1235.0,0.67
Prince George,9700011.00,3090.0,1.57
Prince George,9700012.00,245.0,0.77
Prince George,9700013.00,2042.0,0.97
Prince George,9700014.00,4312.0,1.75
Prince George,9700015.00,4407.0,1.91
Prince George,9700016.00,6396.0,4.24
Prince George,9700017.00,4985.0,2.06
Prince George,9700018.00,203.0,22.73
Prince George,9700019.00,2031.0,13.52
Prince George,9700020.00,5293.0,12.94
Prince George,9700021.00,2907.0,8.17
Prince George,9700022.00,2762.0,30.72
Prince George,9700023.00,3987.0,39.07
Prince George,9700100.00,1249.0,12487.29
Prince George,9700101.00,4375.0,667.61
Prince George,9700102.00,3603.0,2802.33
Prince George,9700103.01,84.0,5.23
Prince George,9700103.02,3471.0,1371.79
Qu�bec,4210001.01,5058.0,1.01
Qu�bec,4210001.02,3606.0,0.55
Qu�bec,4210002.00,1640.0,1.38
Qu�bec,4210003.00,7154.0,0.96
Qu�bec,4210004.00,578.0,0.55
Qu�bec,4210005.00,3440.0,0.68
Qu�bec,4210006.00,4964.0,0.43
Qu�bec,4210007.00,2472.0,0.34
Qu�bec,4210008.00,1446.0,0.22
Qu�bec,4210009.00,2029.0,0.37
Qu�bec,4210010.00,2716.0,0.26
Qu�bec,4210011.00,1617.0,0.13
Qu�bec,4210012.00,2657.0,0.23
Qu�bec,4210013.00,1498.0,0.13
Qu�bec,4210014.00,1979.0,0.12
Qu�bec,4210015.00,4341.0,1.1
Qu�bec,4210016.00,2372.0,0.68
Qu�bec,4210017.00,66.0,0.08
Qu�bec,4210018.00,1070.0,0.13
Qu�bec,4210019.00,2581.0,0.16
Qu�bec,4210020.00,3207.0,0.26
Qu�bec,4210021.00,2335.0,0.44
Qu�bec,4210022.00,2346.0,0.33
Qu�bec,4210023.00,493.0,0.14
Qu�bec,4210024.00,943.0,0.27
Qu�bec,4210025.00,716.0,0.72
Qu�bec,4210026.00,5032.0,1.61
Qu�bec,4210027.00,2222.0,0.41
Qu�bec,4210028.00,1534.0,1.7
Qu�bec,4210029.00,2323.0,0.31
Qu�bec,4210030.00,3041.0,0.36
Qu�bec,4210031.00,2542.0,0.93
Qu�bec,4210032.00,1913.0,1.3
Qu�bec,4210033.01,3531.0,0.62
Qu�bec,4210033.02,3360.0,0.49
Qu�bec,4210034.00,4313.0,0.61
Qu�bec,4210035.00,1910.0,0.34
Qu�bec,4210036.00,4822.0,0.77
Qu�bec,4210037.00,3742.0,0.7
Qu�bec,4210038.01,3265.0,0.42
Qu�bec,4210038.02,2532.0,0.47
Qu�bec,4210039.01,6382.0,7.55
Qu�bec,4210039.02,5009.0,1.29
Qu�bec,4210040.01,4217.0,2.26
Qu�bec,4210040.04,679.0,3.03
Qu�bec,4210040.05,5173.0,1.62
Qu�bec,4210040.06,3772.0,1.22
Qu�bec,4210041.03,1184.0,13.84
Qu�bec,4210041.04,6640.0,7.87
Qu�bec,4210041.06,4951.0,2.65
Qu�bec,4210041.07,2238.0,0.86
Qu�bec,4210041.08,2451.0,1.1
Qu�bec,4210041.09,2981.0,3.49
Qu�bec,4210041.10,5133.0,2.03
Qu�bec,4210041.11,4213.0,2.03
Qu�bec,4210041.12,4036.0,1.55
Qu�bec,4210041.13,5050.0,1.56
Qu�bec,4210100.00,1971.0,2.26
Qu�bec,4210101.00,6388.0,2.48
Qu�bec,4210102.00,1885.0,0.41
Qu�bec,4210103.00,3240.0,1.5
Qu�bec,4210110.00,5002.0,1.68
Qu�bec,4210111.00,4643.0,2.24
Qu�bec,4210112.01,5652.0,3.03
Qu�bec,4210112.02,4086.0,0.7
Qu�bec,4210113.01,7275.0,1.63
Qu�bec,4210113.02,7346.0,4.19
Qu�bec,4210114.00,6571.0,1.57
Qu�bec,4210115.00,5082.0,2.36
Qu�bec,4210116.01,5479.0,1.64
Qu�bec,4210116.02,3269.0,1.61
Qu�bec,4210117.01,3568.0,2.13
Qu�bec,4210117.02,5246.0,0.8
Qu�bec,4210118.00,6556.0,4.49
Qu�bec,4210119.02,4530.0,41.51
Qu�bec,4210119.04,2907.0,7.54
Qu�bec,4210119.05,4653.0,2.26
Qu�bec,4210119.06,3637.0,1.92
Qu�bec,4210120.01,3471.0,1.82
Qu�bec,4210120.02,5853.0,3.16
Qu�bec,4210120.03,3464.0,1.52
Qu�bec,4210140.01,7137.0,2.69
Qu�bec,4210140.02,4679.0,2.72
Qu�bec,4210140.03,5154.0,2.31
Qu�bec,4210160.01,5061.0,1.5
Qu�bec,4210160.03,4646.0,2.52
Qu�bec,4210160.04,2200.0,1.74
Qu�bec,4210160.05,4762.0,2.07
Qu�bec,4210170.03,5579.0,23.11
Qu�bec,4210170.04,7336.0,2.43
Qu�bec,4210170.05,6426.0,3.23
Qu�bec,4210170.06,4865.0,3.39
Qu�bec,4210170.07,5797.0,37.89
Qu�bec,4210190.00,3223.0,432.62
Qu�bec,4210200.00,10453.0,671.61
Qu�bec,4210210.01,5398.0,8.84
Qu�bec,4210210.02,4587.0,25.15
Qu�bec,4210220.02,6383.0,19.73
Qu�bec,4210220.03,5799.0,14.11
Qu�bec,4210220.04,4379.0,2.16
Qu�bec,4210230.01,7028.0,2.18
Qu�bec,4210230.03,3693.0,4.74
Qu�bec,4210230.04,5079.0,1.53
Qu�bec,4210240.02,7533.0,6.87
Qu�bec,4210240.03,3782.0,9.05
Qu�bec,4210240.04,6272.0,1.8
Qu�bec,4210260.01,4214.0,0.87
Qu�bec,4210260.02,3862.0,0.72
Qu�bec,4210260.03,3775.0,3.36
Qu�bec,4210270.01,4119.0,1.37
Qu�bec,4210270.03,4769.0,0.87
Qu�bec,4210270.04,3130.0,0.73
Qu�bec,4210271.01,3964.0,1.59
Qu�bec,4210271.02,4332.0,1.4
Qu�bec,4210272.00,1364.0,0.7
Qu�bec,4210273.01,5311.0,1.0
Qu�bec,4210273.02,2962.0,1.15
Qu�bec,4210273.03,3405.0,1.29
Qu�bec,4210273.04,4114.0,1.42
Qu�bec,4210280.01,4069.0,1.53
Qu�bec,4210280.02,4720.0,1.57
Qu�bec,4210280.03,5623.0,3.66
Qu�bec,4210290.01,3667.0,2.59
Qu�bec,4210290.03,2433.0,4.16
Qu�bec,4210290.05,4472.0,3.67
Qu�bec,4210290.06,3858.0,1.34
Qu�bec,4210300.00,3475.0,3.09
Qu�bec,4210310.00,2013.0,1.39
Qu�bec,4210311.01,7692.0,3.43
Qu�bec,4210311.02,2755.0,0.7
Qu�bec,4210320.02,4880.0,1.81
Qu�bec,4210320.03,3561.0,4.04
Qu�bec,4210320.04,3073.0,1.32
Qu�bec,4210320.05,3581.0,32.26
Qu�bec,4210320.07,4228.0,1.61
Qu�bec,4210320.08,7623.0,3.48
Qu�bec,4210320.09,4767.0,1.28
Qu�bec,4210320.10,5979.0,2.53
Qu�bec,4210330.00,2125.0,1.12
Qu�bec,4210340.01,1893.0,1.04
Qu�bec,4210340.02,4507.0,1.45
Qu�bec,4210340.03,5340.0,6.81
Qu�bec,4210360.01,7486.0,3.08
Qu�bec,4210360.02,6865.0,3.46
Qu�bec,4210370.00,8164.0,61.73
Qu�bec,4210500.01,5469.0,17.63
Qu�bec,4210500.02,2762.0,2.73
Qu�bec,4210510.00,3842.0,53.61
Qu�bec,4210520.00,8468.0,108.42
Qu�bec,4210530.00,4425.0,228.84
Qu�bec,4210540.00,6817.0,194.58
Qu�bec,4210600.03,2222.0,63.73
Qu�bec,4210600.04,7523.0,16.69
Qu�bec,4210600.05,4711.0,3.59
Qu�bec,4210600.06,5451.0,1.79
Qu�bec,4210605.00,11073.0,165.84
Qu�bec,4210610.00,6432.0,63.54
Qu�bec,4210700.00,2968.0,44.57
Qu�bec,4210800.01,6543.0,9.56
Qu�bec,4210800.02,5227.0,2.89
Qu�bec,4210801.00,3513.0,1.05
Qu�bec,4210802.00,2819.0,3.73
Qu�bec,4210810.00,4451.0,1.27
Qu�bec,4210811.00,9155.0,11.5
Qu�bec,4210812.00,4312.0,1.25
Qu�bec,4210820.01,4080.0,2.47
Qu�bec,4210820.03,5083.0,1.96
Qu�bec,4210820.04,4646.0,13.53
Qu�bec,4210825.00,9474.0,90.2
Qu�bec,4210830.01,4767.0,6.72
Qu�bec,4210830.02,8408.0,5.49
Qu�bec,4210835.03,7974.0,54.35
Qu�bec,4210835.04,3990.0,24.66
Qu�bec,4210835.05,3884.0,4.02
Qu�bec,4210835.06,3291.0,6.16
Qu�bec,4210835.07,4457.0,6.56
Qu�bec,4210840.01,4994.0,2.45
Qu�bec,4210840.02,4303.0,5.51
Qu�bec,4210845.03,4740.0,33.21
Qu�bec,4210845.04,4744.0,2.72
Qu�bec,4210845.05,6817.0,106.76
Qu�bec,4210845.06,1153.0,58.38
Qu�bec,4210846.02,6090.0,33.77
Qu�bec,4210846.03,1153.0,20.87
Qu�bec,4210846.04,8049.0,3.69
Qu�bec,4210850.02,2872.0,20.97
Qu�bec,4210850.03,5734.0,3.68
Qu�bec,4210850.04,4848.0,2.31
Qu�bec,4210850.05,4929.0,13.15
Qu�bec,4210900.00,5813.0,122.61
Qu�bec,4210901.00,4475.0,71.92
Qu�bec,4210902.00,1682.0,59.95
Qu�bec,4210903.00,7968.0,96.83
Red Deer,8300001.01,2363.0,1.98
Red Deer,8300001.05,3588.0,1.25
Red Deer,8300001.06,3577.0,1.1
Red Deer,8300001.07,4190.0,3.94
Red Deer,8300001.08,3951.0,1.45
Red Deer,8300001.09,2760.0,1.29
Red Deer,8300001.10,3766.0,1.29
Red Deer,8300002.00,2618.0,4.06
Red Deer,8300003.00,5752.0,5.27
Red Deer,8300004.00,2596.0,1.16
Red Deer,8300005.00,2443.0,1.58
Red Deer,8300006.00,4110.0,1.35
Red Deer,8300007.00,2989.0,1.29
Red Deer,8300008.02,3507.0,1.34
Red Deer,8300008.03,4153.0,1.28
Red Deer,8300008.04,3818.0,18.35
Red Deer,8300008.05,3255.0,1.28
Red Deer,8300009.01,2529.0,5.29
Red Deer,8300009.02,3638.0,1.52
Red Deer,8300010.00,4539.0,5.31
Red Deer,8300011.00,3493.0,1.13
Red Deer,8300012.00,5817.0,4.2
Red Deer,8300013.00,3738.0,1.41
Red Deer,8300014.00,1735.0,6.75
Red Deer,8300015.00,3467.0,1.82
Red Deer,8300016.01,4148.0,24.48
Red Deer,8300016.02,4403.0,1.81
Red Deer,8300016.03,3901.0,1.37
Regina,7050001.01,3173.0,1.29
Regina,7050001.02,3430.0,1.37
Regina,7050002.01,4195.0,1.61
Regina,7050002.02,6652.0,2.13
Regina,7050003.00,5581.0,2.31
Regina,7050004.01,2622.0,1.33
Regina,7050004.02,9529.0,14.74
Regina,7050004.03,4873.0,1.31
Regina,7050005.00,4309.0,2.18
Regina,7050006.01,3536.0,2.19
Regina,7050006.02,3751.0,5.7
Regina,7050007.00,2526.0,0.77
