Metro Area,Tract,Population,Land Area
Vancouver,9330061.00,5275.0,0.21
Vancouver,9330062.00,3390.0,0.17
Vancouver,9330063.00,4492.0,0.19
Vancouver,9330064.00,4870.0,0.24
Vancouver,9330065.00,6799.0,0.24
Vancouver,9330066.01,3370.0,0.13
Vancouver,9330066.02,6363.0,0.43
Vancouver,9330067.01,3724.0,0.19
Vancouver,9330067.02,5126.0,0.22
Vancouver,9330068.00,4940.0,4.06
Vancouver,9330069.02,7309.0,9.01
Vancouver,9330069.03,8177.0,2.36
Vancouver,9330069.04,2810.0,3.11
Vancouver,9330100.01,4231.0,0.97
Vancouver,9330100.02,8093.0,2.88
Vancouver,9330101.03,5683.0,0.34
Vancouver,9330101.04,5664.0,0.3
Vancouver,9330101.05,4992.0,0.59
Vancouver,9330101.06,6375.0,0.42
Vancouver,9330102.01,570.0,0.28
Vancouver,9330102.02,7360.0,2.57
Vancouver,9330103.01,3454.0,0.7
Vancouver,9330103.02,4486.0,0.64
Vancouver,9330104.01,2568.0,0.52
Vancouver,9330104.02,5214.0,1.89
Vancouver,9330110.02,3099.0,2.19
Vancouver,9330110.03,3104.0,38.77
Vancouver,9330110.04,4043.0,1.51
Vancouver,9330111.02,7392.0,32.05
Vancouver,9330111.04,2373.0,1.12
Vancouver,9330111.05,4264.0,3.31
Vancouver,9330111.06,105.0,0.49
Vancouver,9330111.07,5190.0,23.83
Vancouver,9330112.00,2825.0,1.06
Vancouver,9330113.00,8422.0,2.93
Vancouver,9330114.01,2870.0,1.66
Vancouver,9330114.02,5301.0,2.01
Vancouver,9330115.00,6017.0,4.68
Vancouver,9330116.00,5213.0,16.11
Vancouver,9330117.00,6264.0,2.38
Vancouver,9330118.00,8572.0,3.52
Vancouver,9330119.00,2713.0,1.31
Vancouver,9330120.00,4005.0,2.28
Vancouver,9330121.00,4708.0,1.85
Vancouver,9330122.00,4166.0,19.21
Vancouver,9330130.01,4639.0,0.88
Vancouver,9330130.03,5174.0,1.47
Vancouver,9330130.04,2899.0,1.72
Vancouver,9330131.00,7420.0,3.36
Vancouver,9330132.00,3731.0,3.3
Vancouver,9330133.01,3729.0,3.93
Vancouver,9330133.02,6250.0,36.74
Vancouver,9330134.00,7973.0,15.17
Vancouver,9330135.00,5206.0,22.32
Vancouver,9330140.02,7464.0,15.68
Vancouver,9330140.03,4467.0,42.18
Vancouver,9330140.04,5256.0,2.51
Vancouver,9330141.02,811.0,0.08
Vancouver,9330141.03,4956.0,1.41
Vancouver,9330141.04,3516.0,0.79
Vancouver,9330142.01,6098.0,1.47
Vancouver,9330142.02,4853.0,1.46
Vancouver,9330142.03,6618.0,1.53
Vancouver,9330143.01,5489.0,1.33
Vancouver,9330143.02,4650.0,1.3
Vancouver,9330143.03,4828.0,1.34
Vancouver,9330143.04,5590.0,1.32
Vancouver,9330144.03,2553.0,0.68
Vancouver,9330144.04,5574.0,1.34
Vancouver,9330144.05,2697.0,0.69
Vancouver,9330144.06,5255.0,1.33
Vancouver,9330145.01,4268.0,1.34
Vancouver,9330145.02,3171.0,1.38
Vancouver,9330146.00,8114.0,4.78
Vancouver,9330147.04,5249.0,0.33
Vancouver,9330147.05,4528.0,0.33
Vancouver,9330147.07,6996.0,0.45
Vancouver,9330147.09,3809.0,0.24
Vancouver,9330147.10,4315.0,0.41
Vancouver,9330147.11,3724.0,0.21
Vancouver,9330147.12,3901.0,0.4
Vancouver,9330147.13,5726.0,0.38
Vancouver,9330147.14,5947.0,2.3
Vancouver,9330148.01,6033.0,1.23
Vancouver,9330148.02,5414.0,0.9
Vancouver,9330148.03,3604.0,0.66
Vancouver,9330149.02,4600.0,1.53
Vancouver,9330149.05,2221.0,0.65
Vancouver,9330149.06,4788.0,1.67
Vancouver,9330149.07,2710.0,1.04
Vancouver,9330149.08,4469.0,1.03
Vancouver,9330149.09,2951.0,0.66
Vancouver,9330150.00,819.0,17.95
Vancouver,9330151.03,3586.0,3.08
Vancouver,9330151.05,3739.0,1.3
Vancouver,9330151.06,5273.0,1.91
Vancouver,9330151.07,7045.0,2.97
Vancouver,9330151.09,2568.0,0.59
Vancouver,9330151.10,6630.0,0.7
Vancouver,9330151.11,3064.0,2.01
Vancouver,9330160.01,4574.0,2.16
Vancouver,9330160.02,6707.0,6.58
Vancouver,9330160.03,5855.0,2.65
Vancouver,9330160.04,5024.0,2.31
Vancouver,9330161.02,5687.0,1.73
Vancouver,9330161.03,6425.0,2.33
Vancouver,9330161.05,5540.0,1.61
Vancouver,9330161.06,5395.0,3.7
Vancouver,9330161.07,10.0,0.53
Vancouver,9330161.08,2256.0,6.57
Vancouver,9330161.09,2479.0,136.22
Vancouver,9330162.01,6095.0,2.14
Vancouver,9330162.02,6877.0,2.08
Vancouver,9330162.04,5857.0,4.92
Vancouver,9330162.05,4917.0,0.96
Vancouver,9330162.06,3196.0,0.7
Vancouver,9330163.01,6497.0,1.73
Vancouver,9330163.04,6009.0,2.62
Vancouver,9330163.05,6176.0,1.64
Vancouver,9330163.06,5346.0,0.99
Vancouver,9330163.07,5473.0,1.32
Vancouver,9330163.08,4326.0,1.26
Vancouver,9330170.03,4395.0,0.49
Vancouver,9330170.04,5970.0,2.18
Vancouver,9330170.05,2938.0,0.32
Vancouver,9330170.07,4663.0,1.22
Vancouver,9330170.08,3973.0,0.97
Vancouver,9330180.05,5470.0,1.3
Vancouver,9330180.06,3014.0,1.63
Vancouver,9330180.07,9052.0,8.84
Vancouver,9330180.08,5874.0,35.81
Vancouver,9330180.09,7996.0,1.73
Vancouver,9330180.10,4564.0,1.31
Vancouver,9330181.03,5335.0,6.26
Vancouver,9330181.07,3471.0,1.87
Vancouver,9330181.08,2834.0,1.22
Vancouver,9330181.09,6234.0,3.9
Vancouver,9330181.10,5243.0,3.27
Vancouver,9330181.11,2693.0,0.64
Vancouver,9330181.12,3000.0,3.44
Vancouver,9330181.13,4225.0,1.87
Vancouver,9330181.14,4591.0,1.45
Vancouver,9330181.15,71.0,1.32
Vancouver,9330181.16,5839.0,2.28
Vancouver,9330181.17,4794.0,1.82
Vancouver,9330181.18,3641.0,0.65
Vancouver,9330182.02,7845.0,2.61
Vancouver,9330182.03,5401.0,8.09
Vancouver,9330182.04,1789.0,2.26
Vancouver,9330182.05,7665.0,18.95
Vancouver,9330182.06,1265.0,9.7
Vancouver,9330182.07,2400.0,39.76
Vancouver,9330182.08,2946.0,10.38
Vancouver,9330183.01,7315.0,2.66
Vancouver,9330183.03,6908.0,2.87
Vancouver,9330183.06,2616.0,1.34
Vancouver,9330183.07,7266.0,2.55
Vancouver,9330183.10,4466.0,0.66
Vancouver,9330183.11,5669.0,0.64
Vancouver,9330183.12,3431.0,3.43
Vancouver,9330183.13,6992.0,1.08
Vancouver,9330183.14,3363.0,1.38
Vancouver,9330183.15,3944.0,1.26
Vancouver,9330183.16,3141.0,1.34
Vancouver,9330183.17,4951.0,0.86
Vancouver,9330184.07,5616.0,1.33
Vancouver,9330184.08,5956.0,1.28
Vancouver,9330184.09,4903.0,1.32
Vancouver,9330184.10,5146.0,1.33
Vancouver,9330184.13,6811.0,4.52
Vancouver,9330184.15,3215.0,0.98
Vancouver,9330184.16,6200.0,1.65
Vancouver,9330184.17,8217.0,1.31
Vancouver,9330184.18,3125.0,0.66
Vancouver,9330184.19,4420.0,0.68
Vancouver,9330184.20,5619.0,0.87
Vancouver,9330184.21,5157.0,1.97
Vancouver,9330184.22,4363.0,0.65
Vancouver,9330184.23,7814.0,1.34
Vancouver,9330184.24,4035.0,1.3
Vancouver,9330184.25,3267.0,0.65
Vancouver,9330184.26,4069.0,0.66
Vancouver,9330184.27,3013.0,1.3
Vancouver,9330185.05,6246.0,1.33
Vancouver,9330185.08,1546.0,3.66
Vancouver,9330185.09,5202.0,2.66
Vancouver,9330185.10,5940.0,1.29
Vancouver,9330185.12,7002.0,1.32
Vancouver,9330185.15,5838.0,2.62
Vancouver,9330185.16,4972.0,2.61
Vancouver,9330185.17,3674.0,1.04
Vancouver,9330185.18,5410.0,1.68
Vancouver,9330185.19,5882.0,0.67
Vancouver,9330185.20,5215.0,0.67
Vancouver,9330185.21,3853.0,0.67
Vancouver,9330185.22,3686.0,0.67
Vancouver,9330185.23,3266.0,0.66
Vancouver,9330185.24,2610.0,0.65
Vancouver,9330185.25,4690.0,1.31
Vancouver,9330185.26,5899.0,0.81
Vancouver,9330185.27,2081.0,0.51
Vancouver,9330186.01,7954.0,1.99
Vancouver,9330186.02,6847.0,1.91
Vancouver,9330186.06,4204.0,1.28
Vancouver,9330186.07,5805.0,1.31
Vancouver,9330186.08,6604.0,1.3
Vancouver,9330186.09,3883.0,0.6
Vancouver,9330186.10,3713.0,0.65
Vancouver,9330187.04,1876.0,1.23
Vancouver,9330187.05,7473.0,1.31
Vancouver,9330187.06,6991.0,2.59
Vancouver,9330187.07,2110.0,0.66
Vancouver,9330187.11,6975.0,1.39
Vancouver,9330187.12,4239.0,1.15
Vancouver,9330187.13,4148.0,1.11
Vancouver,9330187.14,3810.0,0.65
Vancouver,9330187.15,4004.0,0.7
Vancouver,9330187.16,3808.0,0.9
Vancouver,9330187.17,2900.0,1.24
Vancouver,9330187.18,5260.0,1.34
Vancouver,9330188.01,3183.0,2.51
Vancouver,9330188.02,3320.0,1.07
Vancouver,9330188.04,5443.0,3.87
Vancouver,9330188.05,3032.0,6.7
Vancouver,9330188.06,2103.0,3.66
Vancouver,9330188.07,4282.0,2.38
Vancouver,9330188.08,3810.0,1.28
Vancouver,9330189.03,3447.0,1.47
Vancouver,9330189.06,3307.0,2.41
Vancouver,9330189.07,3881.0,0.82
Vancouver,9330189.08,7346.0,0.68
Vancouver,9330189.09,4616.0,1.33
Vancouver,9330189.10,6701.0,1.31
Vancouver,9330189.11,5146.0,0.67
Vancouver,9330189.12,3836.0,0.67
Vancouver,9330190.03,8068.0,1.93
Vancouver,9330190.04,7590.0,3.05
Vancouver,9330190.05,1987.0,0.61
Vancouver,9330190.06,4184.0,0.82
Vancouver,9330190.07,7336.0,0.65
Vancouver,9330191.03,5569.0,1.32
Vancouver,9330191.04,9821.0,1.33
Vancouver,9330191.05,4373.0,1.41
Vancouver,9330191.06,2917.0,0.5
Vancouver,9330191.07,4363.0,0.73
Vancouver,9330192.00,4856.0,9.87
Vancouver,9330200.01,2839.0,0.94
Vancouver,9330200.02,8144.0,2.4
Vancouver,9330201.00,1761.0,0.72
Vancouver,9330202.01,4838.0,0.79
Vancouver,9330202.02,5984.0,0.51
Vancouver,9330203.00,4744.0,1.12
Vancouver,9330204.01,4768.0,0.41
Vancouver,9330204.02,5420.0,0.7
Vancouver,9330205.01,4450.0,0.51
Vancouver,9330205.02,5830.0,0.62
Vancouver,9330206.00,3759.0,0.31
Vancouver,9330207.00,3275.0,0.34
Vancouver,9330208.00,6328.0,1.68
Vancouver,9330209.01,6055.0,0.9
Vancouver,9330209.02,3891.0,1.2
Vancouver,9330210.00,6830.0,2.47
Vancouver,9330220.00,1384.0,9.1
Vancouver,9330221.01,1854.0,1.23
Vancouver,9330221.03,3767.0,1.3
Vancouver,9330221.04,5691.0,1.32
Vancouver,9330222.01,7519.0,1.55
Vancouver,9330222.02,5796.0,1.36
Vancouver,9330223.01,8225.0,1.48
Vancouver,9330223.02,6095.0,0.76
Vancouver,9330224.01,6491.0,0.47
Vancouver,9330224.02,5051.0,0.7
Vancouver,9330225.01,5855.0,1.47
Vancouver,9330225.02,7333.0,1.36
Vancouver,9330226.02,3810.0,1.35
Vancouver,9330226.03,9709.0,0.73
Vancouver,9330226.04,3739.0,0.29
Vancouver,9330227.01,4697.0,0.28
Vancouver,9330227.02,5991.0,1.12
Vancouver,9330228.02,3768.0,0.98
Vancouver,9330228.03,4564.0,0.33
Vancouver,9330228.04,5387.0,0.72
Vancouver,9330229.00,7333.0,3.05
Vancouver,9330230.01,5334.0,4.23
Vancouver,9330230.02,5303.0,3.99
Vancouver,9330231.00,4455.0,2.02
Vancouver,9330232.00,3284.0,2.9
Vancouver,9330233.00,7998.0,1.51
Vancouver,9330234.00,7263.0,4.56
Vancouver,9330235.02,4907.0,1.43
Vancouver,9330235.03,4022.0,0.43
Vancouver,9330235.04,6513.0,1.06
Vancouver,9330236.00,3636.0,4.14
Vancouver,9330237.00,7721.0,2.53
Vancouver,9330238.01,3728.0,1.23
Vancouver,9330238.02,6992.0,2.32
Vancouver,9330239.01,5791.0,1.56
Vancouver,9330239.02,9034.0,0.79
Vancouver,9330240.01,12063.0,2.22
Vancouver,9330240.02,5442.0,0.89
Vancouver,9330241.00,7732.0,1.91
Vancouver,9330242.00,7525.0,4.61
Vancouver,9330243.01,6159.0,1.7
Vancouver,9330243.02,10164.0,13.62
Vancouver,9330250.01,4256.0,50.12
Vancouver,9330250.02,4638.0,830.63
Vancouver,9330251.01,,0.58
Vancouver,9330251.02,111.0,5.63
Vancouver,9330260.04,3635.0,1.19
Vancouver,9330260.05,4121.0,3.08
Vancouver,9330260.06,3968.0,2.58
Vancouver,9330260.07,4576.0,1.06
Vancouver,9330260.08,7356.0,3.44
Vancouver,9330260.10,3926.0,0.3
Vancouver,9330260.11,161.0,10.84
Vancouver,9330260.12,5792.0,3.4
Vancouver,9330270.00,5.0,4.48
Vancouver,9330280.01,55.0,0.03
Vancouver,9330280.02,3645.0,4.25
Vancouver,9330281.01,6077.0,2.21
Vancouver,9330281.02,6622.0,2.61
Vancouver,9330282.01,4722.0,1.42
Vancouver,9330282.02,4493.0,1.32
Vancouver,9330283.00,7815.0,2.2
Vancouver,9330284.01,8835.0,2.15
Vancouver,9330284.03,4641.0,1.45
Vancouver,9330284.04,4346.0,0.65
Vancouver,9330285.01,3444.0,0.66
Vancouver,9330285.02,5837.0,2.2
Vancouver,9330286.01,6002.0,4.16
Vancouver,9330286.02,7812.0,3.11
Vancouver,9330286.03,3919.0,2.73
Vancouver,9330287.06,4652.0,1.18
Vancouver,9330287.09,6779.0,0.6
Vancouver,9330287.10,2692.0,1.2
Vancouver,9330287.11,5131.0,1.9
Vancouver,9330287.12,3886.0,1.11
Vancouver,9330287.13,8352.0,2.25
Vancouver,9330287.14,4182.0,18.38
Vancouver,9330287.15,3963.0,1.4
Vancouver,9330287.16,4329.0,0.8
Vancouver,9330287.17,1637.0,0.6
Vancouver,9330287.18,8364.0,1.31
Vancouver,9330287.19,2317.0,0.64
Vancouver,9330287.20,1890.0,0.61
Vancouver,9330287.21,7424.0,1.88
Vancouver,9330287.22,1938.0,2.42
Vancouver,9330287.23,2874.0,50.28
Vancouver,9330290.04,7020.0,5.08
Vancouver,9330290.05,3457.0,1.6
Vancouver,9330290.06,0.0,0.81
Vancouver,9330290.07,6338.0,2.5
Vancouver,9330290.08,6793.0,1.27
Vancouver,9330290.09,3129.0,3.27
Vancouver,9330291.01,8211.0,2.28
Vancouver,9330291.02,8345.0,3.12
Vancouver,9330292.01,5430.0,2.11
Vancouver,9330292.03,7043.0,3.11
Vancouver,9330292.04,5732.0,4.82
Vancouver,9330400.04,8999.0,12.4
Vancouver,9330400.05,8245.0,5.1
Vancouver,9330400.06,4897.0,1.46
Vancouver,9330400.08,5.0,0.39
Vancouver,9330400.09,6592.0,37.23
Vancouver,9330401.01,2802.0,1.11
Vancouver,9330401.03,3498.0,1.22
Vancouver,9330401.04,5587.0,1.92
Vancouver,9330402.02,5556.0,2.96
Vancouver,9330402.03,4976.0,1.3
Vancouver,9330402.04,4213.0,1.79
Vancouver,9330403.01,5564.0,2.35
Vancouver,9330403.04,4495.0,5.0
Vancouver,9330403.05,4945.0,1.87
Vancouver,9330403.06,244.0,0.42
Vancouver,9330403.07,5314.0,3.38
Vancouver,9330404.01,6820.0,35.59
Vancouver,9330404.02,8487.0,153.14
Vancouver,9330410.02,7473.0,22.54
Vancouver,9330410.04,1391.0,59.88
Vancouver,9330410.05,5166.0,1.67
Vancouver,9330410.06,5116.0,2.25
Vancouver,9330500.01,456.0,0.28
Vancouver,9330500.02,6331.0,72.1
Vancouver,9330501.01,4495.0,19.73
Vancouver,9330501.02,5973.0,19.01
Vancouver,9330501.03,4113.0,23.25
Vancouver,9330502.01,2406.0,1.49
Vancouver,9330502.02,3746.0,9.46
Vancouver,9330502.03,5008.0,2.62
Vancouver,9330502.05,3177.0,33.47
Vancouver,9330502.06,3023.0,3.39
Vancouver,9330502.07,6381.0,3.15
Vancouver,9330503.01,2472.0,1.09
Vancouver,9330503.03,7297.0,3.6
Vancouver,9330503.06,5317.0,0.59
Vancouver,9330503.07,5125.0,0.85
Vancouver,9330503.08,5729.0,2.47
Vancouver,9330503.09,3023.0,1.58
Vancouver,9330504.03,6418.0,13.69
Vancouver,9330504.07,3183.0,0.84
Vancouver,9330504.08,4060.0,1.23
Vancouver,9330504.09,5809.0,3.5
Vancouver,9330504.10,4043.0,1.13
Vancouver,9330504.12,7396.0,3.98
Vancouver,9330504.13,4265.0,1.67
Vancouver,9330504.14,26.0,0.31
Vancouver,9330504.15,1809.0,4.03
Vancouver,9330504.16,3697.0,2.28
Vancouver,9330504.17,4215.0,1.58
Vancouver,9330504.18,7753.0,2.37
Vancouver,9330504.19,4918.0,3.58
Vancouver,9330504.20,8561.0,5.66
Vancouver,9330505.01,3530.0,5.2
Vancouver,9330505.03,96.0,1.78
Vancouver,9330505.04,6228.0,59.52
Vancouver,9330506.01,4255.0,3.07
Vancouver,9330506.02,7810.0,6.22
Victoria,9350001.00,3189.0,1.13
Victoria,9350002.00,4013.0,1.45
Victoria,9350003.01,5987.0,1.03
Victoria,9350003.02,6784.0,0.91
Victoria,9350004.00,6503.0,0.84
Victoria,9350005.00,4050.0,1.37
Victoria,9350006.00,2685.0,0.92
Victoria,9350007.00,5994.0,0.9
Victoria,9350008.00,3643.0,0.5
Victoria,9350009.00,3877.0,0.84
Victoria,9350010.01,5195.0,1.06
Victoria,9350010.02,3450.0,0.55
Victoria,9350010.03,3749.0,0.24
Victoria,9350011.01,4371.0,0.96
Victoria,9350011.02,3995.0,0.66
Victoria,9350012.00,5879.0,1.69
Victoria,9350013.01,4898.0,0.77
Victoria,9350013.02,4045.0,1.38
Victoria,9350014.01,4862.0,1.12
Victoria,9350014.02,4698.0,1.15
Victoria,9350100.00,3972.0,2.51
Victoria,9350101.00,3223.0,1.05
Victoria,9350102.00,5395.0,1.72
Victoria,9350103.00,2427.0,2.34
Victoria,9350104.00,2973.0,2.9
Victoria,9350110.00,6310.0,2.74
Victoria,9350111.01,4830.0,1.83
Victoria,9350111.02,6393.0,2.51
Victoria,9350120.00,4560.0,4.42
Victoria,9350121.01,6513.0,2.32
Victoria,9350121.02,3781.0,2.49
Victoria,9350121.03,3568.0,1.39
Victoria,9350121.04,3994.0,1.33
Victoria,9350122.00,3753.0,0.99
Victoria,9350123.01,2800.0,0.92
Victoria,9350123.02,3132.0,1.38
Victoria,9350124.00,5388.0,2.24
Victoria,9350125.01,5427.0,1.31
Victoria,9350125.02,4585.0,1.78
Victoria,9350126.00,8610.0,2.38
Victoria,9350127.00,5024.0,2.68
Victoria,9350128.00,4440.0,13.41
Victoria,9350129.01,6142.0,3.03
Victoria,9350129.02,6552.0,2.8
Victoria,9350130.01,3312.0,1.58
Victoria,9350130.02,7612.0,4.8
Victoria,9350131.00,5447.0,3.84
Victoria,9350132.01,3814.0,4.24
Victoria,9350132.03,6561.0,4.78
Victoria,9350132.04,4266.0,6.2
Victoria,9350133.00,8454.0,33.28
Victoria,9350150.02,7706.0,12.45
Victoria,9350150.03,120.0,0.22
Victoria,9350150.04,1839.0,0.71
Victoria,9350150.05,3869.0,1.88
Victoria,9350151.02,14026.0,6.43
Victoria,9350151.03,12563.0,16.74
Victoria,9350151.04,9133.0,3.25
Victoria,9350152.00,6121.0,3.53
Victoria,9350153.00,1733.0,5.29
Victoria,9350154.02,10862.0,15.07
Victoria,9350154.03,3173.0,3.77
Victoria,9350154.04,5271.0,3.33
Victoria,9350154.05,2663.0,1.74
Victoria,9350155.01,2482.0,38.01
Victoria,9350155.03,221.0,2.64
Victoria,9350155.04,5067.0,69.57
Victoria,9350156.01,2623.0,32.11
Victoria,9350156.04,5132.0,221.41
Victoria,9350156.05,230.0,0.75
Victoria,9350156.07,6681.0,12.34
Victoria,9350156.08,5782.0,12.15
Victoria,9350160.04,5219.0,4.92
Victoria,9350160.05,3084.0,4.99
Victoria,9350160.06,1790.0,2.6
Victoria,9350160.07,5114.0,17.46
Victoria,9350160.08,712.0,2.09
Victoria,9350160.09,3968.0,13.84
Victoria,9350170.00,5834.0,2.79
Victoria,9350171.00,6484.0,2.31
Victoria,9350180.03,266.0,2.82
Victoria,9350180.04,6076.0,17.51
Victoria,9350180.05,109.0,0.29
Victoria,9350180.06,6159.0,19.66
Windsor,5590001.00,5796.0,4.34
Windsor,5590002.02,6628.0,2.66
Windsor,5590002.03,3207.0,1.63
Windsor,5590002.04,5686.0,2.67
Windsor,5590003.01,6947.0,4.47
Windsor,5590003.02,2624.0,4.2
Windsor,5590004.00,7377.0,3.45
Windsor,5590005.00,4108.0,2.22
Windsor,5590006.00,4411.0,2.02
Windsor,5590007.00,1202.0,3.79
Windsor,5590008.00,590.0,8.74
Windsor,5590009.00,6482.0,4.11
Windsor,5590010.00,5836.0,4.64
Windsor,5590011.01,5756.0,2.65
Windsor,5590011.02,6048.0,2.48
Windsor,5590012.00,244.0,2.89
Windsor,5590013.00,3481.0,1.08
Windsor,5590014.00,2699.0,1.01
Windsor,5590015.00,5539.0,2.68
Windsor,5590016.00,3478.0,2.29
Windsor,5590017.00,4607.0,3.26
Windsor,5590018.02,5406.0,4.69
Windsor,5590018.03,3630.0,1.48
Windsor,5590018.04,3910.0,2.35
Windsor,5590019.01,4892.0,1.86
Windsor,5590019.04,5167.0,2.12
Windsor,5590019.05,3589.0,1.83
Windsor,5590019.06,3850.0,1.7
Windsor,5590019.07,7492.0,2.46
Windsor,5590020.00,5232.0,2.94
Windsor,5590021.00,4612.0,1.56
Windsor,5590022.00,2597.0,1.18
Windsor,5590023.00,2408.0,1.27
Windsor,5590024.00,4052.0,1.05
Windsor,5590025.00,2310.0,1.12
Windsor,5590026.00,3928.0,0.99
Windsor,5590027.00,1098.0,0.85
Windsor,5590028.00,4258.0,1.73
Windsor,5590029.00,3109.0,1.19
Windsor,5590030.00,3713.0,0.87
Windsor,5590031.00,1762.0,0.43
Windsor,5590032.00,4924.0,0.83
Windsor,5590033.00,4989.0,0.97
Windsor,5590034.00,4750.0,0.81
Windsor,5590035.00,3846.0,1.0
Windsor,5590036.00,2330.0,0.63
Windsor,5590037.00,3136.0,1.05
Windsor,5590038.00,1565.0,1.0
Windsor,5590039.00,3162.0,1.68
Windsor,5590040.00,5326.0,1.19
Windsor,5590041.00,6552.0,2.8
Windsor,5590042.00,6074.0,2.48
Windsor,5590043.01,5148.0,1.46
Windsor,5590043.02,7178.0,3.94
Windsor,5590100.01,5155.0,4.47
Windsor,5590100.02,6603.0,3.59
Windsor,5590101.01,5359.0,3.09
Windsor,5590101.03,3525.0,2.74
Windsor,5590101.04,4941.0,6.83
Windsor,5590102.00,7138.0,44.24
Windsor,5590110.00,7416.0,110.64
Windsor,5590120.01,6615.0,3.13
Windsor,5590120.02,4102.0,3.31
Windsor,5590120.03,6086.0,2.77
Windsor,5590130.01,13062.0,11.98
Windsor,5590130.02,6725.0,15.73
Windsor,5590140.00,4877.0,155.99
Windsor,5590160.01,5183.0,137.5
Windsor,5590160.02,5229.0,3.16
Windsor,5590170.01,6725.0,18.38
Windsor,5590170.02,2706.0,74.73
Windsor,5590171.00,5334.0,204.63
Windsor,5590172.00,3912.0,79.9
Windsor,5590173.00,4733.0,7.82
Windsor,5590174.00,5448.0,2.94
Windsor,5590180.00,13295.0,172.28
Windsor,5590181.00,7921.0,105.26
Windsor,5591000.00,7951.0,129.55
Windsor,5591001.00,14352.0,119.05
Windsor,5591002.00,7377.0,12.65
Windsor,5591003.00,12043.0,227.7
Windsor,5591004.00,10076.0,18.38
Winnipeg,6020001.00,4213.0,1.78
Winnipeg,6020002.00,5540.0,1.85
Winnipeg,6020003.00,5152.0,1.41
Winnipeg,6020004.01,4554.0,1.1
Winnipeg,6020004.02,3549.0,2.27
Winnipeg,6020005.00,5511.0,2.37
Winnipeg,6020006.00,5169.0,2.27
Winnipeg,6020007.00,4042.0,3.19
Winnipeg,6020008.00,2850.0,1.12
Winnipeg,6020009.00,2999.0,0.99
Winnipeg,6020010.00,5356.0,1.75
Winnipeg,6020011.00,6579.0,0.62
Winnipeg,6020012.00,5090.0,0.79
Winnipeg,6020013.00,2326.0,0.99
Winnipeg,6020014.00,6582.0,0.68
Winnipeg,6020015.00,6600.0,0.96
Winnipeg,6020016.00,2352.0,0.47
Winnipeg,6020017.00,3440.0,0.61
Winnipeg,6020018.00,2755.0,0.83
Winnipeg,6020019.00,3185.0,1.67
Winnipeg,6020020.00,2645.0,0.69
Winnipeg,6020021.00,5699.0,0.84
Winnipeg,6020022.00,4378.0,0.57
Winnipeg,6020023.00,5204.0,0.43
Winnipeg,6020024.00,1350.0,0.95
Winnipeg,6020025.00,4122.0,1.05
Winnipeg,6020026.00,2140.0,0.58
Winnipeg,6020027.00,1465.0,0.59
Winnipeg,6020028.00,4567.0,0.57
Winnipeg,6020029.00,5017.0,0.7
Winnipeg,6020030.00,3847.0,1.01
Winnipeg,6020031.00,2395.0,2.6
Winnipeg,6020032.00,6176.0,2.13
Winnipeg,6020033.00,1041.0,0.94
Winnipeg,6020034.00,2693.0,0.77
Winnipeg,6020035.00,1859.0,0.5
Winnipeg,6020036.00,811.0,0.54
Winnipeg,6020037.00,3611.0,2.24
Winnipeg,6020038.00,5784.0,1.34
Winnipeg,6020039.00,3747.0,0.92
Winnipeg,6020040.00,1965.0,0.59
Winnipeg,6020041.00,3628.0,1.0
Winnipeg,6020042.00,2650.0,0.48
Winnipeg,6020043.00,4551.0,1.28
Winnipeg,6020044.00,2732.0,1.02
Winnipeg,6020045.00,6438.0,1.04
Winnipeg,6020046.00,2486.0,0.51
Winnipeg,6020047.00,4799.0,1.1
Winnipeg,6020048.00,5374.0,1.07
Winnipeg,6020049.00,3212.0,0.96
Winnipeg,6020050.01,2991.0,3.81
Winnipeg,6020050.02,5169.0,2.37
Winnipeg,6020051.01,9776.0,8.95
Winnipeg,6020051.02,6313.0,2.6
Winnipeg,6020051.03,6080.0,1.36
Winnipeg,6020052.00,0.0,0.82
Winnipeg,6020100.01,7133.0,2.34
Winnipeg,6020100.02,1800.0,32.16
Winnipeg,6020100.05,4381.0,1.4
Winnipeg,6020100.06,4757.0,2.3
Winnipeg,6020100.07,5151.0,1.39
Winnipeg,6020100.09,3721.0,2.95
Winnipeg,6020100.10,5749.0,1.55
Winnipeg,6020101.01,5794.0,3.06
Winnipeg,6020101.02,4461.0,2.31
Winnipeg,6020102.01,5342.0,2.06
Winnipeg,6020102.02,3671.0,1.1
Winnipeg,6020102.03,3446.0,0.67
Winnipeg,6020102.04,5397.0,1.42
Winnipeg,6020103.00,3074.0,1.59
Winnipeg,6020104.00,3853.0,1.28
Winnipeg,6020105.00,3079.0,1.02
Winnipeg,6020110.01,3070.0,15.37
Winnipeg,6020110.02,5644.0,3.08
Winnipeg,6020110.04,4442.0,5.01
Winnipeg,6020110.06,6684.0,2.54
Winnipeg,6020110.08,7422.0,6.35
Winnipeg,6020110.09,7696.0,3.24
Winnipeg,6020111.00,4221.0,1.49
Winnipeg,6020112.01,3231.0,1.21
Winnipeg,6020112.02,4660.0,2.27
Winnipeg,6020113.00,2927.0,1.2
Winnipeg,6020114.00,3197.0,0.84
Winnipeg,6020115.00,2909.0,1.12
Winnipeg,6020116.00,5774.0,1.61
Winnipeg,6020117.00,3153.0,1.75
Winnipeg,6020120.01,5182.0,12.84
